frame,hand,landmark,x,y,z
4,hand_1,PINKY_MCP,0.5322403311729431,0.4793544113636017,-0.003127307165414095
4,hand_1,PINKY_PIP,0.5453296899795532,0.4687516987323761,-0.008787513710558414
4,hand_1,PINKY_DIP,0.5517363548278809,0.48089170455932617,-0.007567908614873886
4,hand_1,PINKY_TIP,0.5513232946395874,0.4939015805721283,-0.004546936601400375
5,hand_1,WRIST,0.5263576507568359,0.5121027231216431,1.4785027246944082e-07
5,hand_1,THUMB_CMC,0.5594400763511658,0.4897753894329071,0.002850556978955865
5,hand_1,THUMB_MCP,0.5770332217216492,0.4638638496398926,0.0025776121765375137
5,hand_1,THUMB_IP,0.5823814868927002,0.4428279399871826,-0.0008992596413008869
5,hand_1,THUMB_TIP,0.583918571472168,0.42442670464515686,-0.0038568766321986914
5,hand_1,INDEX_FINGER_MCP,0.5627527236938477,0.4264741837978363,0.011217048391699791
5,hand_1,INDEX_FINGER_PIP,0.575327455997467,0.40855681896209717,0.0016667027957737446
5,hand_1,INDEX_FINGER_DIP,0.5881455540657043,0.4155443608760834,-0.007311325054615736
5,hand_1,INDEX_FINGER_TIP,0.5934807062149048,0.42715463042259216,-0.011270435526967049
5,hand_1,MIDDLE_FINGER_MCP,0.550773024559021,0.427764892578125,0.005390578880906105
5,hand_1,MIDDLE_FINGER_PIP,0.5723586678504944,0.4169110655784607,-0.0020731892436742783
5,hand_1,MIDDLE_FINGER_DIP,0.5827357769012451,0.43200239539146423,-0.0071616750210523605
5,hand_1,MIDDLE_FINGER_TIP,0.5822978615760803,0.44670748710632324,-0.00871786568313837
5,hand_1,RING_FINGER_MCP,0.5391265749931335,0.4339233934879303,-0.00184070342220366
5,hand_1,RING_FINGER_PIP,0.5643357634544373,0.429144948720932,-0.010127435438334942
5,hand_1,RING_FINGER_DIP,0.5705301761627197,0.4467623829841614,-0.00969007145613432
5,hand_1,RING_FINGER_TIP,0.5676088929176331,0.46166375279426575,-0.006652672775089741
5,hand_1,PINKY_MCP,0.5276459455490112,0.44494786858558655,-0.00926967617124319
5,hand_1,PINKY_PIP,0.5517066121101379,0.4434734582901001,-0.014704897068440914
5,hand_1,PINKY_DIP,0.557600200176239,0.45803093910217285,-0.01186459045857191
5,hand_1,PINKY_TIP,0.5552422404289246,0.47116637229919434,-0.007406419143080711
6,hand_1,WRIST,0.5330168008804321,0.4892791509628296,3.1840762915180676e-08
6,hand_1,THUMB_CMC,0.5698895454406738,0.4647088348865509,0.005940523464232683
6,hand_1,THUMB_MCP,0.584727942943573,0.44302085041999817,0.004680026322603226
6,hand_1,THUMB_IP,0.5936505198478699,0.42567285895347595,-0.0009100156021304429
6,hand_1,THUMB_TIP,0.6005769968032837,0.411388635635376,-0.005747821647673845
6,hand_1,INDEX_FINGER_MCP,0.5678708553314209,0.4059297740459442,0.008213748224079609
6,hand_1,INDEX_FINGER_PIP,0.5883669853210449,0.38834282755851746,-0.003727477276697755
6,hand_1,INDEX_FINGER_DIP,0.6052555441856384,0.39852994680404663,-0.013256867416203022
6,hand_1,INDEX_FINGER_TIP,0.6111918687820435,0.41298776865005493,-0.017417287454009056
6,hand_1,MIDDLE_FINGER_MCP,0.5580750703811646,0.4077494740486145,-0.00022432611149270087
6,hand_1,MIDDLE_FINGER_PIP,0.5924965739250183,0.4086940288543701,-0.010708135552704334
6,hand_1,MIDDLE_FINGER_DIP,0.6020111441612244,0.4271499514579773,-0.014674819074571133
6,hand_1,MIDDLE_FINGER_TIP,0.5980707406997681,0.4405330419540405,-0.015396365895867348
6,hand_1,RING_FINGER_MCP,0.5509756803512573,0.4167301654815674,-0.009826642461121082
6,hand_1,RING_FINGER_PIP,0.5857020020484924,0.4219053089618683,-0.01932445913553238
6,hand_1,RING_FINGER_DIP,0.5906389355659485,0.44077545404434204,-0.01749619096517563
6,hand_1,RING_FINGER_TIP,0.5864408016204834,0.45385411381721497,-0.013743950054049492
6,hand_1,PINKY_MCP,0.5458866357803345,0.429958701133728,-0.019598454236984253
6,hand_1,PINKY_PIP,0.5745436549186707,0.43427810072898865,-0.02429085038602352
6,hand_1,PINKY_DIP,0.579517126083374,0.4476531445980072,-0.02028137817978859
6,hand_1,PINKY_TIP,0.5770387053489685,0.4580005705356598,-0.015367469750344753
7,hand_1,WRIST,0.5384358763694763,0.48563775420188904,-4.363384675798443e-08
7,hand_1,THUMB_CMC,0.575123131275177,0.4657839834690094,0.004209156148135662
7,hand_1,THUMB_MCP,0.5911473035812378,0.4427659511566162,0.0016361435409635305
7,hand_1,THUMB_IP,0.6006645560264587,0.42463743686676025,-0.004371546674519777
7,hand_1,THUMB_TIP,0.607410192489624,0.4104912281036377,-0.00968688540160656
7,hand_1,INDEX_FINGER_MCP,0.5756558179855347,0.40587449073791504,-0.00016138405771926045
7,hand_1,INDEX_FINGER_PIP,0.5984190702438354,0.388008713722229,-0.012719805352389812
7,hand_1,INDEX_FINGER_DIP,0.6155228018760681,0.39897602796554565,-0.020742282271385193
7,hand_1,INDEX_FINGER_TIP,0.621040940284729,0.41416165232658386,-0.023978106677532196
7,hand_1,MIDDLE_FINGER_MCP,0.5646349191665649,0.40793168544769287,-0.007931461557745934
7,hand_1,MIDDLE_FINGER_PIP,0.6022213697433472,0.4119543135166168,-0.018873296678066254
7,hand_1,MIDDLE_FINGER_DIP,0.6097792387008667,0.43271586298942566,-0.02085103839635849
7,hand_1,MIDDLE_FINGER_TIP,0.603300929069519,0.4454059600830078,-0.020710719749331474
7,hand_1,RING_FINGER_MCP,0.5567025542259216,0.41790539026260376,-0.01651771180331707
7,hand_1,RING_FINGER_PIP,0.5943053960800171,0.4265219569206238,-0.026340944692492485
7,hand_1,RING_FINGER_DIP,0.5980333089828491,0.44480934739112854,-0.023275375366210938
7,hand_1,RING_FINGER_TIP,0.5921849012374878,0.45550966262817383,-0.019573712721467018
7,hand_1,PINKY_MCP,0.5519007444381714,0.4321940243244171,-0.025283019989728928
7,hand_1,PINKY_PIP,0.5826853513717651,0.4390583038330078,-0.030618734657764435
7,hand_1,PINKY_DIP,0.5875727534294128,0.45239681005477905,-0.026649709790945053
7,hand_1,PINKY_TIP,0.5843747854232788,0.46137237548828125,-0.02237982302904129
8,hand_1,WRIST,0.5387791991233826,0.48914432525634766,-1.1677800415554884e-07
8,hand_1,THUMB_CMC,0.5730140805244446,0.4699665904045105,0.005415013525635004
8,hand_1,THUMB_MCP,0.5904386639595032,0.44889289140701294,0.004203780088573694
8,hand_1,THUMB_IP,0.6022416353225708,0.432681679725647,-0.0003829342604149133
8,hand_1,THUMB_TIP,0.6129293441772461,0.42263463139533997,-0.004020703490823507
8,hand_1,INDEX_FINGER_MCP,0.578236997127533,0.414704293012619,0.0010896094609051943
8,hand_1,INDEX_FINGER_PIP,0.6086232662200928,0.40088343620300293,-0.008429484441876411
8,hand_1,INDEX_FINGER_DIP,0.6215460300445557,0.4148932993412018,-0.014374283142387867
8,hand_1,INDEX_FINGER_TIP,0.6231796145439148,0.42891135811805725,-0.016729053109884262
8,hand_1,MIDDLE_FINGER_MCP,0.5735237002372742,0.41868022084236145,-0.006445708218961954
8,hand_1,MIDDLE_FINGER_PIP,0.6150470972061157,0.4263118803501129,-0.013964536599814892
8,hand_1,MIDDLE_FINGER_DIP,0.6189699769020081,0.44555941224098206,-0.014885148964822292
8,hand_1,MIDDLE_FINGER_TIP,0.6114969849586487,0.45662885904312134,-0.01459052599966526
8,hand_1,RING_FINGER_MCP,0.5714601278305054,0.4299820363521576,-0.014460751786828041
8,hand_1,RING_FINGER_PIP,0.6090730428695679,0.44230204820632935,-0.020099390298128128
8,hand_1,RING_FINGER_DIP,0.6098641157150269,0.45759811997413635,-0.017539219930768013
8,hand_1,RING_FINGER_TIP,0.6035171747207642,0.46639174222946167,-0.01508877333253622
8,hand_1,PINKY_MCP,0.5721511840820312,0.44450104236602783,-0.02257949858903885
8,hand_1,PINKY_PIP,0.6016774773597717,0.45537397265434265,-0.02324639819562435
8,hand_1,PINKY_DIP,0.6031526923179626,0.46695369482040405,-0.018961090594530106
8,hand_1,PINKY_TIP,0.5989365577697754,0.4743465781211853,-0.015390194952487946
9,hand_1,WRIST,0.5349727272987366,0.48619985580444336,-1.2824033035485627e-07
9,hand_1,THUMB_CMC,0.5495259761810303,0.4581069052219391,0.004062941297888756
9,hand_1,THUMB_MCP,0.5703043341636658,0.43788114190101624,0.0009791123447939754
9,hand_1,THUMB_IP,0.590975821018219,0.4326142966747284,-0.005291763227432966
9,hand_1,THUMB_TIP,0.6063863039016724,0.4365096390247345,-0.010656826198101044
9,hand_1,INDEX_FINGER_MCP,0.5783381462097168,0.41651469469070435,-0.0009311421308666468
9,hand_1,INDEX_FINGER_PIP,0.6142956018447876,0.40908122062683105,-0.011820048093795776
9,hand_1,INDEX_FINGER_DIP,0.6178735494613647,0.42506980895996094,-0.018372545018792152
9,hand_1,INDEX_FINGER_TIP,0.6117948293685913,0.4350648820400238,-0.021588880568742752
9,hand_1,MIDDLE_FINGER_MCP,0.5818232893943787,0.42646524310112,-0.009328176267445087
9,hand_1,MIDDLE_FINGER_PIP,0.6199503540992737,0.4355332553386688,-0.017762809991836548
9,hand_1,MIDDLE_FINGER_DIP,0.6154203414916992,0.4503817558288574,-0.020198935642838478
9,hand_1,MIDDLE_FINGER_TIP,0.6039404273033142,0.4537946581840515,-0.02117064595222473
9,hand_1,RING_FINGER_MCP,0.5846703052520752,0.4414273202419281,-0.018078451976180077
9,hand_1,RING_FINGER_PIP,0.615062415599823,0.4545912444591522,-0.022860709577798843
9,hand_1,RING_FINGER_DIP,0.607230007648468,0.46604299545288086,-0.019867828115820885
9,hand_1,RING_FINGER_TIP,0.5968499779701233,0.46616923809051514,-0.017938772216439247
9,hand_1,PINKY_MCP,0.5876803398132324,0.459014356136322,-0.02721952646970749
9,hand_1,PINKY_PIP,0.6095837354660034,0.4719562530517578,-0.026775745674967766
9,hand_1,PINKY_DIP,0.6000943779945374,0.4799899160861969,-0.021574096754193306
9,hand_1,PINKY_TIP,0.5898904204368591,0.4791122078895569,-0.0179948341101408
10,hand_1,WRIST,0.5357822179794312,0.4852166473865509,-9.602706541045336e-08
10,hand_1,THUMB_CMC,0.5490338206291199,0.4566601514816284,0.0031357817351818085
10,hand_1,THUMB_MCP,0.5709656476974487,0.4373033344745636,-0.0003960252506658435
10,hand_1,THUMB_IP,0.5934948921203613,0.4354473948478699,-0.006542561110109091
10,hand_1,THUMB_TIP,0.6103221774101257,0.4431154429912567,-0.011610318906605244
10,hand_1,INDEX_FINGER_MCP,0.5808440446853638,0.41842612624168396,-0.0026682624593377113
10,hand_1,INDEX_FINGER_PIP,0.617531418800354,0.41712355613708496,-0.012767230160534382
10,hand_1,INDEX_FINGER_DIP,0.6174249649047852,0.43261459469795227,-0.018632179126143456
10,hand_1,INDEX_FINGER_TIP,0.6096166968345642,0.4408605098724365,-0.021500365808606148
10,hand_1,MIDDLE_FINGER_MCP,0.5847823619842529,0.4298344552516937,-0.010011116042733192
10,hand_1,MIDDLE_FINGER_PIP,0.6224891543388367,0.4401569664478302,-0.017777185887098312
10,hand_1,MIDDLE_FINGER_DIP,0.6163119077682495,0.45377489924430847,-0.019473163411021233
10,hand_1,MIDDLE_FINGER_TIP,0.6047268509864807,0.45743802189826965,-0.019765764474868774
10,hand_1,RING_FINGER_MCP,0.587770402431488,0.4451914429664612,-0.017617449164390564
10,hand_1,RING_FINGER_PIP,0.6161708831787109,0.45906180143356323,-0.021507374942302704
10,hand_1,RING_FINGER_DIP,0.6071629524230957,0.46912017464637756,-0.01774635538458824
10,hand_1,RING_FINGER_TIP,0.5970295071601868,0.4698978662490845,-0.015194201841950417
10,hand_1,PINKY_MCP,0.5901933312416077,0.4629496932029724,-0.025676434859633446
10,hand_1,PINKY_PIP,0.6103032827377319,0.47598856687545776,-0.02453235536813736
10,hand_1,PINKY_DIP,0.6004641652107239,0.4827249348163605,-0.019073311239480972
10,hand_1,PINKY_TIP,0.5909073948860168,0.4821697473526001,-0.015291732735931873
11,hand_1,WRIST,0.5411991477012634,0.48204612731933594,-6.322084544763129e-08
11,hand_1,THUMB_CMC,0.5542532205581665,0.4558582007884979,0.003657438326627016
11,hand_1,THUMB_MCP,0.5754811763763428,0.43760156631469727,0.00010821400064742193
11,hand_1,THUMB_IP,0.5963485240936279,0.4353157877922058,-0.005879868753254414
11,hand_1,THUMB_TIP,0.6123247742652893,0.4419391453266144,-0.010833755135536194
11,hand_1,INDEX_FINGER_MCP,0.5836068987846375,0.4197049140930176,-0.003954821266233921
11,hand_1,INDEX_FINGER_PIP,0.618129551410675,0.4142618477344513,-0.014057185500860214
11,hand_1,INDEX_FINGER_DIP,0.6200049519538879,0.4296601414680481,-0.01991312764585018
11,hand_1,INDEX_FINGER_TIP,0.6131126880645752,0.43826085329055786,-0.022710802033543587
11,hand_1,MIDDLE_FINGER_MCP,0.5870606899261475,0.43003225326538086,-0.011585713364183903
11,hand_1,MIDDLE_FINGER_PIP,0.624830424785614,0.4393271207809448,-0.01882917247712612
11,hand_1,MIDDLE_FINGER_DIP,0.6194162368774414,0.4534071981906891,-0.01997308060526848
11,hand_1,MIDDLE_FINGER_TIP,0.6075290441513062,0.45542415976524353,-0.020273622125387192
11,hand_1,RING_FINGER_MCP,0.5886189937591553,0.4448222815990448,-0.019360581412911415
11,hand_1,RING_FINGER_PIP,0.6204345226287842,0.45710012316703796,-0.02349032461643219
11,hand_1,RING_FINGER_DIP,0.6118696928024292,0.46812015771865845,-0.01912914216518402
11,hand_1,RING_FINGER_TIP,0.601129949092865,0.4683323800563812,-0.016391316428780556
11,hand_1,PINKY_MCP,0.5891497135162354,0.4623456597328186,-0.027411876246333122
11,hand_1,PINKY_PIP,0.6103256344795227,0.4760666787624359,-0.02754496969282627
11,hand_1,PINKY_DIP,0.6015709638595581,0.4830489158630371,-0.022229637950658798
11,hand_1,PINKY_TIP,0.5918983221054077,0.4816564917564392,-0.018532902002334595
12,hand_1,WRIST,0.5404906272888184,0.48264220356941223,-6.843119138011389e-08
12,hand_1,THUMB_CMC,0.5543779134750366,0.4576680362224579,0.004165831487625837
12,hand_1,THUMB_MCP,0.5758311152458191,0.44032707810401917,0.0010316534899175167
12,hand_1,THUMB_IP,0.5972016453742981,0.4375951290130615,-0.004577697720378637
12,hand_1,THUMB_TIP,0.6132155060768127,0.44351068139076233,-0.009370967745780945
12,hand_1,INDEX_FINGER_MCP,0.585106372833252,0.4210132658481598,-0.0032876934856176376
12,hand_1,INDEX_FINGER_PIP,0.6189859509468079,0.417843222618103,-0.012370414100587368
12,hand_1,INDEX_FINGER_DIP,0.6207060217857361,0.43206843733787537,-0.017329055815935135
12,hand_1,INDEX_FINGER_TIP,0.6146607995033264,0.4406348466873169,-0.019547803327441216
12,hand_1,MIDDLE_FINGER_MCP,0.5876622796058655,0.4310915768146515,-0.01089340541511774
12,hand_1,MIDDLE_FINGER_PIP,0.6244412660598755,0.44192200899124146,-0.017562193796038628
12,hand_1,MIDDLE_FINGER_DIP,0.619732141494751,0.45597174763679504,-0.01866219937801361
12,hand_1,MIDDLE_FINGER_TIP,0.6094845533370972,0.4592709541320801,-0.018774304538965225
12,hand_1,RING_FINGER_MCP,0.5883557796478271,0.4459485709667206,-0.018448445945978165
12,hand_1,RING_FINGER_PIP,0.6181436777114868,0.45986801385879517,-0.022138938307762146
12,hand_1,RING_FINGER_DIP,0.6106296181678772,0.4702857732772827,-0.018207866698503494
12,hand_1,RING_FINGER_TIP,0.6011930704116821,0.4709986448287964,-0.015563135966658592
12,hand_1,PINKY_MCP,0.5880457758903503,0.46327078342437744,-0.02616479992866516
12,hand_1,PINKY_PIP,0.6092455387115479,0.47645750641822815,-0.025578582659363747
12,hand_1,PINKY_DIP,0.6016294360160828,0.4837489426136017,-0.020036503672599792
12,hand_1,PINKY_TIP,0.5929917693138123,0.4835265576839447,-0.01606445014476776
13,hand_1,WRIST,0.5406275391578674,0.4799266755580902,-2.673777999007143e-08
13,hand_1,THUMB_CMC,0.5553438663482666,0.4566608667373657,0.0037736643571406603
13,hand_1,THUMB_MCP,0.5761188864707947,0.43986082077026367,0.00035626633325591683
13,hand_1,THUMB_IP,0.5960301160812378,0.43496978282928467,-0.0052409544587135315
13,hand_1,THUMB_TIP,0.6102508306503296,0.4375879466533661,-0.010213270783424377
13,hand_1,INDEX_FINGER_MCP,0.5843433737754822,0.4202244281768799,-0.00608416460454464
13,hand_1,INDEX_FINGER_PIP,0.6174878478050232,0.41470831632614136,-0.014382864348590374
13,hand_1,INDEX_FINGER_DIP,0.6243135929107666,0.4273272752761841,-0.018163960427045822
13,hand_1,INDEX_FINGER_TIP,0.6213621497154236,0.43548479676246643,-0.01960277371108532
13,hand_1,MIDDLE_FINGER_MCP,0.5842183828353882,0.42960095405578613,-0.013216999359428883
13,hand_1,MIDDLE_FINGER_PIP,0.6214264631271362,0.44365984201431274,-0.019945936277508736
13,hand_1,MIDDLE_FINGER_DIP,0.6167937517166138,0.45755529403686523,-0.019952496513724327
13,hand_1,MIDDLE_FINGER_TIP,0.605625569820404,0.4589465856552124,-0.019376512616872787
13,hand_1,RING_FINGER_MCP,0.5826827883720398,0.44440585374832153,-0.02004236914217472
13,hand_1,RING_FINGER_PIP,0.6132071018218994,0.4606386721134186,-0.024382740259170532
13,hand_1,RING_FINGER_DIP,0.6058520674705505,0.47075268626213074,-0.020065687596797943
13,hand_1,RING_FINGER_TIP,0.5961477160453796,0.47031548619270325,-0.017113888636231422
13,hand_1,PINKY_MCP,0.580932080745697,0.4616521894931793,-0.02685610018670559
13,hand_1,PINKY_PIP,0.6031036376953125,0.4758656919002533,-0.027312569320201874
13,hand_1,PINKY_DIP,0.5962969660758972,0.48332253098487854,-0.021717149764299393
13,hand_1,PINKY_TIP,0.5878003239631653,0.4829265773296356,-0.01749512553215027
14,hand_1,WRIST,0.5375097393989563,0.4771621525287628,-3.548839799805137e-08
14,hand_1,THUMB_CMC,0.5550438761711121,0.45728597044944763,0.003750304691493511
14,hand_1,THUMB_MCP,0.5761131644248962,0.4397253394126892,0.0011362596414983273
14,hand_1,THUMB_IP,0.5949354767799377,0.43203192949295044,-0.003836083924397826
14,hand_1,THUMB_TIP,0.608690083026886,0.42907530069351196,-0.007994948886334896
14,hand_1,INDEX_FINGER_MCP,0.5804457664489746,0.416199266910553,-0.0032471539452672005
14,hand_1,INDEX_FINGER_PIP,0.6130663752555847,0.4117945432662964,-0.012473031878471375
14,hand_1,INDEX_FINGER_DIP,0.6215324997901917,0.423814982175827,-0.017503803595900536
14,hand_1,INDEX_FINGER_TIP,0.6197661757469177,0.43242931365966797,-0.019494591280817986
14,hand_1,MIDDLE_FINGER_MCP,0.5784743428230286,0.4246293306350708,-0.01022806204855442
14,hand_1,MIDDLE_FINGER_PIP,0.6133825778961182,0.4398502707481384,-0.018212074413895607
14,hand_1,MIDDLE_FINGER_DIP,0.6092424988746643,0.4532998502254486,-0.019597137346863747
14,hand_1,MIDDLE_FINGER_TIP,0.5989356637001038,0.4549281895160675,-0.019678756594657898
14,hand_1,RING_FINGER_MCP,0.5759836435317993,0.4382901191711426,-0.01724066212773323
14,hand_1,RING_FINGER_PIP,0.60558021068573,0.45711520314216614,-0.02261027693748474
14,hand_1,RING_FINGER_DIP,0.5983315706253052,0.4661965072154999,-0.019475439563393593
14,hand_1,RING_FINGER_TIP,0.5892688035964966,0.4645293056964874,-0.01702176406979561
14,hand_1,PINKY_MCP,0.5736615061759949,0.45437899231910706,-0.024296658113598824
14,hand_1,PINKY_PIP,0.5959928035736084,0.470312237739563,-0.02509971708059311
14,hand_1,PINKY_DIP,0.5895910859107971,0.47739651799201965,-0.020323609933257103
14,hand_1,PINKY_TIP,0.581580638885498,0.4762510061264038,-0.016561511904001236
15,hand_1,WRIST,0.5301838517189026,0.47143954038619995,1.1499133734105271e-07
15,hand_1,THUMB_CMC,0.5636670589447021,0.4551713466644287,0.0036266862880438566
15,hand_1,THUMB_MCP,0.5830857157707214,0.4376831650733948,0.0008803911623544991
15,hand_1,THUMB_IP,0.5971879959106445,0.4249442517757416,-0.0044317995198071
15,hand_1,THUMB_TIP,0.6066117286682129,0.41727733612060547,-0.009320336394011974
15,hand_1,INDEX_FINGER_MCP,0.5721462368965149,0.40197962522506714,-0.0030487782787531614
15,hand_1,INDEX_FINGER_PIP,0.5934303998947144,0.3940434455871582,-0.012729345820844173
15,hand_1,INDEX_FINGER_DIP,0.6088418960571289,0.4055706858634949,-0.01961946301162243
15,hand_1,INDEX_FINGER_TIP,0.6160176396369934,0.41981396079063416,-0.023263562470674515
15,hand_1,MIDDLE_FINGER_MCP,0.560847818851471,0.4085977375507355,-0.009841437451541424
15,hand_1,MIDDLE_FINGER_PIP,0.591274619102478,0.42019328474998474,-0.016918079927563667
15,hand_1,MIDDLE_FINGER_DIP,0.5985899567604065,0.43427029252052307,-0.018660077825188637
15,hand_1,MIDDLE_FINGER_TIP,0.5975558757781982,0.44097423553466797,-0.020301615819334984
15,hand_1,RING_FINGER_MCP,0.5508602857589722,0.422052264213562,-0.01687530428171158
15,hand_1,RING_FINGER_PIP,0.5813879370689392,0.4380909204483032,-0.022554267197847366
15,hand_1,RING_FINGER_DIP,0.5822213292121887,0.4486768841743469,-0.019567571580410004
15,hand_1,RING_FINGER_TIP,0.5768511295318604,0.4514690935611725,-0.017695849761366844
15,hand_1,PINKY_MCP,0.5426649451255798,0.4382617175579071,-0.024084463715553284
15,hand_1,PINKY_PIP,0.5689622163772583,0.45158013701438904,-0.025622090324759483
15,hand_1,PINKY_DIP,0.5702279806137085,0.458517462015152,-0.021020857617259026
15,hand_1,PINKY_TIP,0.5651845932006836,0.45936524868011475,-0.017578812316060066
16,hand_1,WRIST,0.5164660215377808,0.44848254323005676,-6.680080932852661e-09
16,hand_1,THUMB_CMC,0.5377324223518372,0.4372224807739258,-0.006679690908640623
16,hand_1,THUMB_MCP,0.5528160333633423,0.41242194175720215,-0.010211434215307236
16,hand_1,THUMB_IP,0.559695303440094,0.3921767473220825,-0.014423314481973648
16,hand_1,THUMB_TIP,0.5609904527664185,0.3743155002593994,-0.018011903390288353
16,hand_1,INDEX_FINGER_MCP,0.5320987701416016,0.384628027677536,-0.006081411615014076
